     n         h                l                k               nl               nk
   274  -0.38203074E+01   0.33535404E-02  -0.56992095E-02   0.91887007E+00  -0.15615834E+01
   275  -0.38250766E+01   0.33430061E-02  -0.56837210E-02   0.91932668E+00  -0.15630233E+01
   276  -0.38298432E+01   0.33325707E-02  -0.56683633E-02   0.91978951E+00  -0.15644683E+01
   277  -0.38346070E+01   0.33222331E-02  -0.56531348E-02   0.92025857E+00  -0.15659183E+01
   278  -0.38393682E+01   0.33119922E-02  -0.56380340E-02   0.92073383E+00  -0.15673735E+01
   279  -0.38441265E+01   0.33018470E-02  -0.56230593E-02   0.92121531E+00  -0.15688335E+01
   280  -0.38488821E+01   0.32917964E-02  -0.56082092E-02   0.92170299E+00  -0.15702986E+01
   281  -0.38536348E+01   0.32818393E-02  -0.55934822E-02   0.92219684E+00  -0.15717685E+01
   282  -0.38583847E+01   0.32719748E-02  -0.55788767E-02   0.92269689E+00  -0.15732432E+01
   283  -0.38631317E+01   0.32622018E-02  -0.55643913E-02   0.92320311E+00  -0.15747227E+01
   284  -0.38678759E+01   0.32525193E-02  -0.55500246E-02   0.92371548E+00  -0.15762070E+01
   285  -0.38726170E+01   0.32429264E-02  -0.55357752E-02   0.92423402E+00  -0.15776959E+01
   286  -0.38773553E+01   0.32334221E-02  -0.55216416E-02   0.92475872E+00  -0.15791895E+01
   287  -0.38820905E+01   0.32240054E-02  -0.55076224E-02   0.92528955E+00  -0.15806876E+01
   288  -0.38868227E+01   0.32146753E-02  -0.54937164E-02   0.92582649E+00  -0.15821903E+01
   289  -0.38915519E+01   0.32054310E-02  -0.54799221E-02   0.92636956E+00  -0.15836975E+01
   290  -0.38962780E+01   0.31962715E-02  -0.54662383E-02   0.92691873E+00  -0.15852091E+01
   291  -0.39010010E+01   0.31871958E-02  -0.54526635E-02   0.92747398E+00  -0.15867251E+01
   292  -0.39057209E+01   0.31782032E-02  -0.54391967E-02   0.92803533E+00  -0.15882454E+01
   293  -0.39104377E+01   0.31692926E-02  -0.54258363E-02   0.92860273E+00  -0.15897700E+01
   294  -0.39151512E+01   0.31604632E-02  -0.54125813E-02   0.92917618E+00  -0.15912989E+01
   295  -0.39198616E+01   0.31517142E-02  -0.53994305E-02   0.92975569E+00  -0.15928320E+01
   296  -0.39245687E+01   0.31430446E-02  -0.53863824E-02   0.93034120E+00  -0.15943692E+01
   297  -0.39292725E+01   0.31344537E-02  -0.53734361E-02   0.93093275E+00  -0.15959105E+01
   298  -0.39339731E+01   0.31259405E-02  -0.53605902E-02   0.93153027E+00  -0.15974559E+01
   299  -0.39386704E+01   0.31175043E-02  -0.53478437E-02   0.93213379E+00  -0.15990053E+01
   300  -0.39433643E+01   0.31091442E-02  -0.53351954E-02   0.93274326E+00  -0.16005586E+01
   301  -0.39480548E+01   0.31008594E-02  -0.53226441E-02   0.93335868E+00  -0.16021159E+01
   302  -0.39527420E+01   0.30926491E-02  -0.53101888E-02   0.93398003E+00  -0.16036770E+01
   303  -0.39574257E+01   0.30845126E-02  -0.52978283E-02   0.93460732E+00  -0.16052420E+01
   304  -0.39621060E+01   0.30764490E-02  -0.52855615E-02   0.93524050E+00  -0.16068107E+01
   305  -0.39667828E+01   0.30684575E-02  -0.52733874E-02   0.93587954E+00  -0.16083832E+01
   306  -0.39714561E+01   0.30605375E-02  -0.52613050E-02   0.93652448E+00  -0.16099593E+01
   307  -0.39761259E+01   0.30526881E-02  -0.52493131E-02   0.93717525E+00  -0.16115391E+01
   308  -0.39807921E+01   0.30449085E-02  -0.52374107E-02   0.93783182E+00  -0.16131225E+01
   309  -0.39854548E+01   0.30371982E-02  -0.52255969E-02   0.93849424E+00  -0.16147094E+01
   310  -0.39901138E+01   0.30295562E-02  -0.52138707E-02   0.93916242E+00  -0.16162999E+01
   311  -0.39947693E+01   0.30219820E-02  -0.52022310E-02   0.93983640E+00  -0.16178938E+01
   312  -0.39994210E+01   0.30144747E-02  -0.51906768E-02   0.94051611E+00  -0.16194912E+01
   313  -0.40040691E+01   0.30070337E-02  -0.51792073E-02   0.94120155E+00  -0.16210919E+01
   314  -0.40087135E+01   0.29996584E-02  -0.51678215E-02   0.94189274E+00  -0.16226960E+01
   315  -0.40133542E+01   0.29923479E-02  -0.51565183E-02   0.94258959E+00  -0.16243033E+01
   316  -0.40179911E+01   0.29851016E-02  -0.51452970E-02   0.94329211E+00  -0.16259139E+01
   317  -0.40226242E+01   0.29779189E-02  -0.51341566E-02   0.94400029E+00  -0.16275276E+01
   318  -0.40272535E+01   0.29707990E-02  -0.51230962E-02   0.94471408E+00  -0.16291446E+01
   319  -0.40318790E+01   0.29637414E-02  -0.51121150E-02   0.94543351E+00  -0.16307647E+01
   320  -0.40365006E+01   0.29567453E-02  -0.51012119E-02   0.94615850E+00  -0.16323878E+01
   321  -0.40411184E+01   0.29498101E-02  -0.50903863E-02   0.94688904E+00  -0.16340140E+01
   322  -0.40457322E+01   0.29429353E-02  -0.50796372E-02   0.94762517E+00  -0.16356432E+01
   323  -0.40503421E+01   0.29361201E-02  -0.50689638E-02   0.94836679E+00  -0.16372753E+01
   324  -0.40549481E+01   0.29293639E-02  -0.50583652E-02   0.94911390E+00  -0.16389103E+01
   325  -0.40595501E+01   0.29226662E-02  -0.50478407E-02   0.94986651E+00  -0.16405482E+01
   326  -0.40641480E+01   0.29160263E-02  -0.50373894E-02   0.95062457E+00  -0.16421889E+01
   327  -0.40687420E+01   0.29094435E-02  -0.50270106E-02   0.95138802E+00  -0.16438325E+01
   328  -0.40733319E+01   0.29029174E-02  -0.50167034E-02   0.95215691E+00  -0.16454787E+01
   329  -0.40779177E+01   0.28964474E-02  -0.50064671E-02   0.95293119E+00  -0.16471277E+01
   330  -0.40824995E+01   0.28900327E-02  -0.49963009E-02   0.95371079E+00  -0.16487793E+01
   331  -0.40870771E+01   0.28836730E-02  -0.49862041E-02   0.95449576E+00  -0.16504336E+01
   332  -0.40916505E+01   0.28773676E-02  -0.49761758E-02   0.95528604E+00  -0.16520904E+01
   333  -0.40962198E+01   0.28711159E-02  -0.49662155E-02   0.95608159E+00  -0.16537498E+01
   334  -0.41007850E+01   0.28649173E-02  -0.49563223E-02   0.95688238E+00  -0.16554116E+01
   335  -0.41053459E+01   0.28587715E-02  -0.49464955E-02   0.95768845E+00  -0.16570760E+01
   336  -0.41099025E+01   0.28526777E-02  -0.49367344E-02   0.95849971E+00  -0.16587428E+01
   337  -0.41144549E+01   0.28466354E-02  -0.49270384E-02   0.95931613E+00  -0.16604119E+01
   338  -0.41190030E+01   0.28406442E-02  -0.49174066E-02   0.96013774E+00  -0.16620834E+01
   339  -0.41235469E+01   0.28347035E-02  -0.49078386E-02   0.96096449E+00  -0.16637573E+01
   340  -0.41280863E+01   0.28288128E-02  -0.48983335E-02   0.96179635E+00  -0.16654334E+01
   341  -0.41326215E+01   0.28229715E-02  -0.48888907E-02   0.96263328E+00  -0.16671117E+01
   342  -0.41371523E+01   0.28171792E-02  -0.48795095E-02   0.96347529E+00  -0.16687922E+01
   343  -0.41416786E+01   0.28114353E-02  -0.48701893E-02   0.96432231E+00  -0.16704749E+01
   344  -0.41462006E+01   0.28057394E-02  -0.48609295E-02   0.96517435E+00  -0.16721597E+01
   345  -0.41507181E+01   0.28000909E-02  -0.48517295E-02   0.96603136E+00  -0.16738467E+01
   346  -0.41552312E+01   0.27944894E-02  -0.48425885E-02   0.96689333E+00  -0.16755356E+01
   347  -0.41597397E+01   0.27889344E-02  -0.48335060E-02   0.96776024E+00  -0.16772266E+01
   348  -0.41642438E+01   0.27834254E-02  -0.48244814E-02   0.96863204E+00  -0.16789195E+01
   349  -0.41687434E+01   0.27779620E-02  -0.48155141E-02   0.96950874E+00  -0.16806144E+01
   350  -0.41732384E+01   0.27725436E-02  -0.48066034E-02   0.97039026E+00  -0.16823112E+01
   351  -0.41777288E+01   0.27671698E-02  -0.47977488E-02   0.97127660E+00  -0.16840098E+01
   352  -0.41822147E+01   0.27618402E-02  -0.47889498E-02   0.97216775E+00  -0.16857103E+01
   353  -0.41866959E+01   0.27565543E-02  -0.47802057E-02   0.97306367E+00  -0.16874126E+01
   354  -0.41911725E+01   0.27513117E-02  -0.47715160E-02   0.97396434E+00  -0.16891167E+01
   355  -0.41956445E+01   0.27461118E-02  -0.47628800E-02   0.97486969E+00  -0.16908224E+01
   356  -0.42001118E+01   0.27409544E-02  -0.47542974E-02   0.97577977E+00  -0.16925299E+01
   357  -0.42045744E+01   0.27358388E-02  -0.47457675E-02   0.97669445E+00  -0.16942390E+01
   358  -0.42090323E+01   0.27307648E-02  -0.47372897E-02   0.97761380E+00  -0.16959497E+01
   359  -0.42134854E+01   0.27257319E-02  -0.47288636E-02   0.97853775E+00  -0.16976620E+01
   360  -0.42179338E+01   0.27207397E-02  -0.47204886E-02   0.97946629E+00  -0.16993759E+01
   361  -0.42223775E+01   0.27157877E-02  -0.47121643E-02   0.98039936E+00  -0.17010913E+01
   362  -0.42268163E+01   0.27108756E-02  -0.47038900E-02   0.98133697E+00  -0.17028082E+01
   363  -0.42312503E+01   0.27060029E-02  -0.46956653E-02   0.98227905E+00  -0.17045265E+01
   364  -0.42356795E+01   0.27011692E-02  -0.46874897E-02   0.98322559E+00  -0.17062463E+01
   365  -0.42401039E+01   0.26963742E-02  -0.46793627E-02   0.98417658E+00  -0.17079674E+01
   366  -0.42445234E+01   0.26916175E-02  -0.46712838E-02   0.98513200E+00  -0.17096899E+01
   367  -0.42489380E+01   0.26868986E-02  -0.46632526E-02   0.98609179E+00  -0.17114137E+01
   368  -0.42533476E+01   0.26822172E-02  -0.46552684E-02   0.98705593E+00  -0.17131388E+01
   369  -0.42577524E+01   0.26775728E-02  -0.46473310E-02   0.98802436E+00  -0.17148651E+01
   370  -0.42621522E+01   0.26729652E-02  -0.46394397E-02   0.98899712E+00  -0.17165927E+01
   371  -0.42665470E+01   0.26683940E-02  -0.46315942E-02   0.98997417E+00  -0.17183214E+01
   372  -0.42709369E+01   0.26638587E-02  -0.46237940E-02   0.99095544E+00  -0.17200514E+01
   373  -0.42753218E+01   0.26593590E-02  -0.46160387E-02   0.99194091E+00  -0.17217824E+01
   374  -0.42797016E+01   0.26548946E-02  -0.46083277E-02   0.99293058E+00  -0.17235146E+01
   375  -0.42840764E+01   0.26504651E-02  -0.46006607E-02   0.99392441E+00  -0.17252478E+01
   376  -0.42884462E+01   0.26460701E-02  -0.45930373E-02   0.99492236E+00  -0.17269820E+01
   377  -0.42928108E+01   0.26417093E-02  -0.45854569E-02   0.99592441E+00  -0.17287173E+01
   378  -0.42971704E+01   0.26373823E-02  -0.45779192E-02   0.99693051E+00  -0.17304535E+01
   379  -0.43015249E+01   0.26330888E-02  -0.45704238E-02   0.99794066E+00  -0.17321906E+01
   380  -0.43058742E+01   0.26288285E-02  -0.45629702E-02   0.99895483E+00  -0.17339287E+01
   381  -0.43102184E+01   0.26246011E-02  -0.45555581E-02   0.99997302E+00  -0.17356676E+01
   382  -0.43145575E+01   0.26204061E-02  -0.45481870E-02   0.10009951E+01  -0.17374074E+01
   383  -0.43188914E+01   0.26162432E-02  -0.45408565E-02   0.10020211E+01  -0.17391480E+01
   384  -0.43232200E+01   0.26121122E-02  -0.45335663E-02   0.10030511E+01  -0.17408895E+01
   385  -0.43275435E+01   0.26080128E-02  -0.45263159E-02   0.10040849E+01  -0.17426316E+01
   386  -0.43318617E+01   0.26039445E-02  -0.45191050E-02   0.10051226E+01  -0.17443745E+01
   387  -0.43361747E+01   0.25999071E-02  -0.45119331E-02   0.10061640E+01  -0.17461181E+01
   388  -0.43404824E+01   0.25959002E-02  -0.45048000E-02   0.10072093E+01  -0.17478624E+01
   389  -0.43447848E+01   0.25919236E-02  -0.44977052E-02   0.10082583E+01  -0.17496073E+01
   390  -0.43490820E+01   0.25879770E-02  -0.44906484E-02   0.10093110E+01  -0.17513529E+01
   391  -0.43533738E+01   0.25840600E-02  -0.44836292E-02   0.10103675E+01  -0.17530990E+01
   392  -0.43576603E+01   0.25801724E-02  -0.44766472E-02   0.10114276E+01  -0.17548457E+01
   393  -0.43619414E+01   0.25763138E-02  -0.44697021E-02   0.10124913E+01  -0.17565929E+01
   394  -0.43662172E+01   0.25724840E-02  -0.44627935E-02   0.10135587E+01  -0.17583406E+01
   395  -0.43704876E+01   0.25686827E-02  -0.44559212E-02   0.10146297E+01  -0.17600889E+01
   396  -0.43747527E+01   0.25649095E-02  -0.44490846E-02   0.10157042E+01  -0.17618375E+01
   397  -0.43790123E+01   0.25611642E-02  -0.44422836E-02   0.10167822E+01  -0.17635866E+01
   398  -0.43832665E+01   0.25574466E-02  -0.44355178E-02   0.10178637E+01  -0.17653361E+01
   399  -0.43875152E+01   0.25537563E-02  -0.44287868E-02   0.10189488E+01  -0.17670859E+01
   400  -0.43917586E+01   0.25500930E-02  -0.44220903E-02   0.10200372E+01  -0.17688361E+01
   401  -0.43959964E+01   0.25464565E-02  -0.44154280E-02   0.10211291E+01  -0.17705866E+01
   402  -0.44002288E+01   0.25428466E-02  -0.44087995E-02   0.10222243E+01  -0.17723374E+01
   403  -0.44044556E+01   0.25392629E-02  -0.44022046E-02   0.10233229E+01  -0.17740885E+01
   404  -0.44086770E+01   0.25357051E-02  -0.43956430E-02   0.10244249E+01  -0.17758398E+01
   405  -0.44128928E+01   0.25321731E-02  -0.43891142E-02   0.10255301E+01  -0.17775913E+01
   406  -0.44171031E+01   0.25286666E-02  -0.43826181E-02   0.10266386E+01  -0.17793429E+01
   407  -0.44213078E+01   0.25251852E-02  -0.43761543E-02   0.10277504E+01  -0.17810948E+01
   408  -0.44255070E+01   0.25217289E-02  -0.43697225E-02   0.10288654E+01  -0.17828468E+01
   409  -0.44297006E+01   0.25182972E-02  -0.43633224E-02   0.10299836E+01  -0.17845989E+01
   410  -0.44338886E+01   0.25148899E-02  -0.43569537E-02   0.10311049E+01  -0.17863510E+01
   411  -0.44380709E+01   0.25115069E-02  -0.43506162E-02   0.10322293E+01  -0.17881033E+01
   412  -0.44422477E+01   0.25081478E-02  -0.43443095E-02   0.10333569E+01  -0.17898555E+01
   413  -0.44464188E+01   0.25048125E-02  -0.43380334E-02   0.10344876E+01  -0.17916078E+01
   414  -0.44505843E+01   0.25015006E-02  -0.43317876E-02   0.10356212E+01  -0.17933601E+01
   415  -0.44547441E+01   0.24982119E-02  -0.43255718E-02   0.10367579E+01  -0.17951123E+01
   416  -0.44588982E+01   0.24949463E-02  -0.43193857E-02   0.10378977E+01  -0.17968645E+01
   417  -0.44630466E+01   0.24917034E-02  -0.43132290E-02   0.10390403E+01  -0.17986165E+01
   418  -0.44671894E+01   0.24884831E-02  -0.43071016E-02   0.10401859E+01  -0.18003685E+01
   419  -0.44713264E+01   0.24852851E-02  -0.43010031E-02   0.10413345E+01  -0.18021203E+01
   420  -0.44754577E+01   0.24821092E-02  -0.42949332E-02   0.10424859E+01  -0.18038719E+01
   421  -0.44795832E+01   0.24789551E-02  -0.42888918E-02   0.10436401E+01  -0.18056234E+01
   422  -0.44837030E+01   0.24758227E-02  -0.42828785E-02   0.10447972E+01  -0.18073747E+01
   423  -0.44878171E+01   0.24727118E-02  -0.42768931E-02   0.10459571E+01  -0.18091258E+01
   424  -0.44919253E+01   0.24696220E-02  -0.42709353E-02   0.10471197E+01  -0.18108766E+01
   425  -0.44960278E+01   0.24665532E-02  -0.42650050E-02   0.10482851E+01  -0.18126271E+01
   426  -0.45001245E+01   0.24635053E-02  -0.42591017E-02   0.10494533E+01  -0.18143773E+01
   427  -0.45042153E+01   0.24604778E-02  -0.42532254E-02   0.10506240E+01  -0.18161272E+01
   428  -0.45083003E+01   0.24574708E-02  -0.42473758E-02   0.10517975E+01  -0.18178768E+01
   429  -0.45123795E+01   0.24544839E-02  -0.42415526E-02   0.10529736E+01  -0.18196261E+01
   430  -0.45164529E+01   0.24515170E-02  -0.42357555E-02   0.10541523E+01  -0.18213749E+01
   431  -0.45205204E+01   0.24485699E-02  -0.42299844E-02   0.10553336E+01  -0.18231233E+01
   432  -0.45245820E+01   0.24456423E-02  -0.42242391E-02   0.10565175E+01  -0.18248713E+01
   433  -0.45286377E+01   0.24427340E-02  -0.42185193E-02   0.10577038E+01  -0.18266189E+01
   434  -0.45326876E+01   0.24398450E-02  -0.42128247E-02   0.10588927E+01  -0.18283659E+01
   435  -0.45367315E+01   0.24369749E-02  -0.42071552E-02   0.10600841E+01  -0.18301125E+01
   436  -0.45407695E+01   0.24341235E-02  -0.42015105E-02   0.10612778E+01  -0.18318586E+01
   437  -0.45448016E+01   0.24312908E-02  -0.41958904E-02   0.10624741E+01  -0.18336041E+01
   438  -0.45488278E+01   0.24284765E-02  -0.41902947E-02   0.10636727E+01  -0.18353491E+01
   439  -0.45528480E+01   0.24256804E-02  -0.41847233E-02   0.10648737E+01  -0.18370935E+01
   440  -0.45568623E+01   0.24229023E-02  -0.41791757E-02   0.10660770E+01  -0.18388373E+01
   441  -0.45608706E+01   0.24201420E-02  -0.41736520E-02   0.10672826E+01  -0.18405805E+01
   442  -0.45648729E+01   0.24173995E-02  -0.41681518E-02   0.10684906E+01  -0.18423231E+01
   443  -0.45688693E+01   0.24146744E-02  -0.41626750E-02   0.10697008E+01  -0.18440650E+01
   444  -0.45728596E+01   0.24119666E-02  -0.41572213E-02   0.10709132E+01  -0.18458063E+01
   445  -0.45768440E+01   0.24092760E-02  -0.41517905E-02   0.10721278E+01  -0.18475468E+01
   446  -0.45808223E+01   0.24066023E-02  -0.41463825E-02   0.10733446E+01  -0.18492866E+01
   447  -0.45847946E+01   0.24039454E-02  -0.41409971E-02   0.10745636E+01  -0.18510257E+01
   448  -0.45887608E+01   0.24013051E-02  -0.41356340E-02   0.10757847E+01  -0.18527640E+01
   449  -0.45927211E+01   0.23986813E-02  -0.41302931E-02   0.10770079E+01  -0.18545016E+01
   450  -0.45966752E+01   0.23960738E-02  -0.41249742E-02   0.10782332E+01  -0.18562384E+01
   451  -0.46006234E+01   0.23934824E-02  -0.41196771E-02   0.10794606E+01  -0.18579744E+01
   452  -0.46045654E+01   0.23909070E-02  -0.41144015E-02   0.10806900E+01  -0.18597095E+01
   453  -0.46085014E+01   0.23883473E-02  -0.41091474E-02   0.10819213E+01  -0.18614438E+01
   454  -0.46124313E+01   0.23858033E-02  -0.41039146E-02   0.10831547E+01  -0.18631772E+01
   455  -0.46163550E+01   0.23832748E-02  -0.40987028E-02   0.10843900E+01  -0.18649098E+01
   456  -0.46202727E+01   0.23807615E-02  -0.40935118E-02   0.10856272E+01  -0.18666414E+01
   457  -0.46241843E+01   0.23782635E-02  -0.40883416E-02   0.10868664E+01  -0.18683721E+01
   458  -0.46280897E+01   0.23757804E-02  -0.40831919E-02   0.10881074E+01  -0.18701019E+01
   459  -0.46319890E+01   0.23733122E-02  -0.40780626E-02   0.10893503E+01  -0.18718307E+01
   460  -0.46358822E+01   0.23708588E-02  -0.40729534E-02   0.10905950E+01  -0.18735586E+01
   461  -0.46397692E+01   0.23684198E-02  -0.40678643E-02   0.10918415E+01  -0.18752854E+01
   462  -0.46436501E+01   0.23659953E-02  -0.40627950E-02   0.10930898E+01  -0.18770113E+01
   463  -0.46475249E+01   0.23635851E-02  -0.40577454E-02   0.10943399E+01  -0.18787361E+01
   464  -0.46513934E+01   0.23611889E-02  -0.40527153E-02   0.10955916E+01  -0.18804599E+01
   465  -0.46552558E+01   0.23588068E-02  -0.40477046E-02   0.10968452E+01  -0.18821826E+01
   466  -0.46591120E+01   0.23564384E-02  -0.40427131E-02   0.10981003E+01  -0.18839043E+01
   467  -0.46629620E+01   0.23540838E-02  -0.40377406E-02   0.10993571E+01  -0.18856249E+01
   468  -0.46668058E+01   0.23517427E-02  -0.40327870E-02   0.11006156E+01  -0.18873443E+01
   469  -0.46706434E+01   0.23494150E-02  -0.40278521E-02   0.11018756E+01  -0.18890626E+01
   470  -0.46744748E+01   0.23471006E-02  -0.40229358E-02   0.11031373E+01  -0.18907798E+01
   471  -0.46783000E+01   0.23447994E-02  -0.40180379E-02   0.11044005E+01  -0.18924959E+01
   472  -0.46821189E+01   0.23425111E-02  -0.40131582E-02   0.11056652E+01  -0.18942107E+01
   473  -0.46859316E+01   0.23402357E-02  -0.40082967E-02   0.11069315E+01  -0.18959243E+01
   474  -0.46897381E+01   0.23379731E-02  -0.40034532E-02   0.11081992E+01  -0.18976368E+01
   475  -0.46935383E+01   0.23357231E-02  -0.39986274E-02   0.11094685E+01  -0.18993480E+01
   476  -0.46973323E+01   0.23334855E-02  -0.39938194E-02   0.11107391E+01  -0.19010580E+01
   477  -0.47011201E+01   0.23312604E-02  -0.39890289E-02   0.11120112E+01  -0.19027668E+01
   478  -0.47049015E+01   0.23290474E-02  -0.39842557E-02   0.11132847E+01  -0.19044742E+01
   479  -0.47086767E+01   0.23268466E-02  -0.39794999E-02   0.11145595E+01  -0.19061805E+01
   480  -0.47124456E+01   0.23246577E-02  -0.39747611E-02   0.11158357E+01  -0.19078853E+01
   481  -0.47162083E+01   0.23224807E-02  -0.39700393E-02   0.11171132E+01  -0.19095889E+01
   482  -0.47199646E+01   0.23203154E-02  -0.39653344E-02   0.11183920E+01  -0.19112912E+01
   483  -0.47237147E+01   0.23181618E-02  -0.39606461E-02   0.11196721E+01  -0.19129921E+01
