     n         h                l                k               nl               nk
  3695  -0.64289535E+01   0.52399009E-03  -0.74946944E-03   0.19361434E+01  -0.27692896E+01
  3696  -0.64292289E+01   0.52385516E-03  -0.74927754E-03   0.19361687E+01  -0.27693298E+01
  3697  -0.64295043E+01   0.52372029E-03  -0.74908573E-03   0.19361939E+01  -0.27693699E+01
  3698  -0.64297796E+01   0.52358547E-03  -0.74889402E-03   0.19362191E+01  -0.27694101E+01
  3699  -0.64300549E+01   0.52345072E-03  -0.74870241E-03   0.19362442E+01  -0.27694502E+01
  3700  -0.64303302E+01   0.52331602E-03  -0.74851090E-03   0.19362693E+01  -0.27694903E+01
  3701  -0.64306054E+01   0.52318138E-03  -0.74831949E-03   0.19362943E+01  -0.27695304E+01
  3702  -0.64308805E+01   0.52304680E-03  -0.74812818E-03   0.19363193E+01  -0.27695705E+01
  3703  -0.64311557E+01   0.52291228E-03  -0.74793696E-03   0.19363442E+01  -0.27696106E+01
  3704  -0.64314307E+01   0.52277781E-03  -0.74774585E-03   0.19363690E+01  -0.27696506E+01
  3705  -0.64317058E+01   0.52264341E-03  -0.74755483E-03   0.19363938E+01  -0.27696906E+01
  3706  -0.64319807E+01   0.52250906E-03  -0.74736391E-03   0.19364186E+01  -0.27697307E+01
  3707  -0.64322557E+01   0.52237477E-03  -0.74717310E-03   0.19364433E+01  -0.27697707E+01
  3708  -0.64325306E+01   0.52224053E-03  -0.74698238E-03   0.19364679E+01  -0.27698107E+01
  3709  -0.64328054E+01   0.52210636E-03  -0.74679175E-03   0.19364925E+01  -0.27698506E+01
  3710  -0.64330802E+01   0.52197224E-03  -0.74660123E-03   0.19365170E+01  -0.27698906E+01
  3711  -0.64333550E+01   0.52183818E-03  -0.74641080E-03   0.19365415E+01  -0.27699305E+01
  3712  -0.64336297E+01   0.52170418E-03  -0.74622048E-03   0.19365659E+01  -0.27699704E+01
  3713  -0.64339044E+01   0.52157024E-03  -0.74603025E-03   0.19365903E+01  -0.27700103E+01
  3714  -0.64341790E+01   0.52143635E-03  -0.74584012E-03   0.19366146E+01  -0.27700502E+01
  3715  -0.64344536E+01   0.52130253E-03  -0.74565008E-03   0.19366389E+01  -0.27700900E+01
  3716  -0.64347282E+01   0.52116876E-03  -0.74546015E-03   0.19366631E+01  -0.27701299E+01
  3717  -0.64350027E+01   0.52103504E-03  -0.74527031E-03   0.19366872E+01  -0.27701697E+01
  3718  -0.64352771E+01   0.52090139E-03  -0.74508057E-03   0.19367114E+01  -0.27702096E+01
  3719  -0.64355515E+01   0.52076779E-03  -0.74489093E-03   0.19367354E+01  -0.27702494E+01
  3720  -0.64358259E+01   0.52063425E-03  -0.74470139E-03   0.19367594E+01  -0.27702892E+01
  3721  -0.64361002E+01   0.52050077E-03  -0.74451194E-03   0.19367834E+01  -0.27703289E+01
  3722  -0.64363745E+01   0.52036734E-03  -0.74432259E-03   0.19368072E+01  -0.27703687E+01
  3723  -0.64366487E+01   0.52023398E-03  -0.74413334E-03   0.19368311E+01  -0.27704084E+01
  3724  -0.64369229E+01   0.52010067E-03  -0.74394419E-03   0.19368549E+01  -0.27704482E+01
  3725  -0.64371971E+01   0.51996742E-03  -0.74375513E-03   0.19368786E+01  -0.27704879E+01
  3726  -0.64374712E+01   0.51983422E-03  -0.74356617E-03   0.19369023E+01  -0.27705275E+01
  3727  -0.64377453E+01   0.51970108E-03  -0.74337731E-03   0.19369259E+01  -0.27705672E+01
  3728  -0.64380193E+01   0.51956800E-03  -0.74318854E-03   0.19369495E+01  -0.27706069E+01
  3729  -0.64382933E+01   0.51943498E-03  -0.74299987E-03   0.19369730E+01  -0.27706465E+01
  3730  -0.64385672E+01   0.51930201E-03  -0.74281130E-03   0.19369965E+01  -0.27706861E+01
  3731  -0.64388411E+01   0.51916910E-03  -0.74262283E-03   0.19370199E+01  -0.27707258E+01
  3732  -0.64391149E+01   0.51903625E-03  -0.74243445E-03   0.19370433E+01  -0.27707654E+01
  3733  -0.64393887E+01   0.51890346E-03  -0.74224617E-03   0.19370666E+01  -0.27708050E+01
  3734  -0.64396625E+01   0.51877072E-03  -0.74205799E-03   0.19370899E+01  -0.27708445E+01
  3735  -0.64399362E+01   0.51863804E-03  -0.74186990E-03   0.19371131E+01  -0.27708841E+01
  3736  -0.64402099E+01   0.51850542E-03  -0.74168191E-03   0.19371362E+01  -0.27709236E+01
  3737  -0.64404835E+01   0.51837285E-03  -0.74149401E-03   0.19371593E+01  -0.27709631E+01
  3738  -0.64407571E+01   0.51824034E-03  -0.74130622E-03   0.19371824E+01  -0.27710027E+01
  3739  -0.64410307E+01   0.51810789E-03  -0.74111852E-03   0.19372054E+01  -0.27710421E+01
  3740  -0.64413042E+01   0.51797549E-03  -0.74093091E-03   0.19372283E+01  -0.27710816E+01
  3741  -0.64415777E+01   0.51784315E-03  -0.74074340E-03   0.19372512E+01  -0.27711211E+01
  3742  -0.64418511E+01   0.51771087E-03  -0.74055599E-03   0.19372741E+01  -0.27711605E+01
  3743  -0.64421245E+01   0.51757865E-03  -0.74036867E-03   0.19372969E+01  -0.27711999E+01
  3744  -0.64423978E+01   0.51744648E-03  -0.74018145E-03   0.19373196E+01  -0.27712393E+01
  3745  -0.64426711E+01   0.51731437E-03  -0.73999433E-03   0.19373423E+01  -0.27712788E+01
  3746  -0.64429444E+01   0.51718231E-03  -0.73980730E-03   0.19373649E+01  -0.27713181E+01
  3747  -0.64432176E+01   0.51705031E-03  -0.73962037E-03   0.19373875E+01  -0.27713575E+01
  3748  -0.64434908E+01   0.51691837E-03  -0.73943353E-03   0.19374101E+01  -0.27713969E+01
  3749  -0.64437639E+01   0.51678649E-03  -0.73924679E-03   0.19374326E+01  -0.27714362E+01
  3750  -0.64440370E+01   0.51665466E-03  -0.73906014E-03   0.19374550E+01  -0.27714755E+01
  3751  -0.64443100E+01   0.51652289E-03  -0.73887359E-03   0.19374774E+01  -0.27715148E+01
  3752  -0.64445830E+01   0.51639117E-03  -0.73868714E-03   0.19374997E+01  -0.27715541E+01
  3753  -0.64448560E+01   0.51625951E-03  -0.73850078E-03   0.19375219E+01  -0.27715934E+01
  3754  -0.64451289E+01   0.51612791E-03  -0.73831452E-03   0.19375442E+01  -0.27716327E+01
  3755  -0.64454018E+01   0.51599636E-03  -0.73812835E-03   0.19375663E+01  -0.27716720E+01
  3756  -0.64456746E+01   0.51586487E-03  -0.73794228E-03   0.19375885E+01  -0.27717112E+01
  3757  -0.64459474E+01   0.51573344E-03  -0.73775630E-03   0.19376105E+01  -0.27717504E+01
  3758  -0.64462202E+01   0.51560206E-03  -0.73757042E-03   0.19376325E+01  -0.27717896E+01
  3759  -0.64464929E+01   0.51547074E-03  -0.73738463E-03   0.19376545E+01  -0.27718288E+01
  3760  -0.64467656E+01   0.51533948E-03  -0.73719893E-03   0.19376764E+01  -0.27718680E+01
  3761  -0.64470382E+01   0.51520827E-03  -0.73701334E-03   0.19376983E+01  -0.27719072E+01
  3762  -0.64473108E+01   0.51507712E-03  -0.73682783E-03   0.19377201E+01  -0.27719463E+01
  3763  -0.64475834E+01   0.51494602E-03  -0.73664243E-03   0.19377419E+01  -0.27719855E+01
  3764  -0.64478559E+01   0.51481498E-03  -0.73645711E-03   0.19377636E+01  -0.27720246E+01
  3765  -0.64481283E+01   0.51468400E-03  -0.73627189E-03   0.19377853E+01  -0.27720637E+01
  3766  -0.64484008E+01   0.51455307E-03  -0.73608677E-03   0.19378069E+01  -0.27721028E+01
  3767  -0.64486732E+01   0.51442220E-03  -0.73590174E-03   0.19378284E+01  -0.27721419E+01
  3768  -0.64489455E+01   0.51429138E-03  -0.73571681E-03   0.19378499E+01  -0.27721809E+01
  3769  -0.64492178E+01   0.51416062E-03  -0.73553196E-03   0.19378714E+01  -0.27722200E+01
  3770  -0.64494901E+01   0.51402992E-03  -0.73534722E-03   0.19378928E+01  -0.27722590E+01
  3771  -0.64497623E+01   0.51389927E-03  -0.73516257E-03   0.19379141E+01  -0.27722981E+01
  3772  -0.64500345E+01   0.51376868E-03  -0.73497801E-03   0.19379355E+01  -0.27723371E+01
  3773  -0.64503066E+01   0.51363814E-03  -0.73479355E-03   0.19379567E+01  -0.27723761E+01
  3774  -0.64505787E+01   0.51350766E-03  -0.73460918E-03   0.19379779E+01  -0.27724150E+01
  3775  -0.64508508E+01   0.51337723E-03  -0.73442490E-03   0.19379990E+01  -0.27724540E+01
  3776  -0.64511228E+01   0.51324687E-03  -0.73424072E-03   0.19380202E+01  -0.27724930E+01
  3777  -0.64513948E+01   0.51311655E-03  -0.73405663E-03   0.19380412E+01  -0.27725319E+01
  3778  -0.64516668E+01   0.51298629E-03  -0.73387264E-03   0.19380622E+01  -0.27725708E+01
  3779  -0.64519387E+01   0.51285609E-03  -0.73368874E-03   0.19380832E+01  -0.27726097E+01
  3780  -0.64522105E+01   0.51272594E-03  -0.73350493E-03   0.19381041E+01  -0.27726486E+01
  3781  -0.64524823E+01   0.51259585E-03  -0.73332122E-03   0.19381249E+01  -0.27726875E+01
  3782  -0.64527541E+01   0.51246582E-03  -0.73313760E-03   0.19381457E+01  -0.27727264E+01
  3783  -0.64530259E+01   0.51233584E-03  -0.73295407E-03   0.19381665E+01  -0.27727652E+01
  3784  -0.64532976E+01   0.51220591E-03  -0.73277064E-03   0.19381872E+01  -0.27728041E+01
  3785  -0.64535692E+01   0.51207604E-03  -0.73258730E-03   0.19382078E+01  -0.27728429E+01
  3786  -0.64538409E+01   0.51194623E-03  -0.73240405E-03   0.19382284E+01  -0.27728817E+01
  3787  -0.64541125E+01   0.51181647E-03  -0.73222090E-03   0.19382490E+01  -0.27729205E+01
  3788  -0.64543840E+01   0.51168677E-03  -0.73203784E-03   0.19382695E+01  -0.27729593E+01
  3789  -0.64546555E+01   0.51155712E-03  -0.73185488E-03   0.19382899E+01  -0.27729981E+01
  3790  -0.64549270E+01   0.51142753E-03  -0.73167200E-03   0.19383103E+01  -0.27730369E+01
  3791  -0.64551984E+01   0.51129799E-03  -0.73148922E-03   0.19383307E+01  -0.27730756E+01
  3792  -0.64554698E+01   0.51116851E-03  -0.73130654E-03   0.19383510E+01  -0.27731144E+01
  3793  -0.64557411E+01   0.51103908E-03  -0.73112394E-03   0.19383712E+01  -0.27731531E+01
  3794  -0.64560124E+01   0.51090971E-03  -0.73094144E-03   0.19383914E+01  -0.27731918E+01
  3795  -0.64562837E+01   0.51078039E-03  -0.73075903E-03   0.19384116E+01  -0.27732305E+01
  3796  -0.64565549E+01   0.51065113E-03  -0.73057672E-03   0.19384317E+01  -0.27732692E+01
  3797  -0.64568261E+01   0.51052192E-03  -0.73039449E-03   0.19384517E+01  -0.27733079E+01
  3798  -0.64570973E+01   0.51039277E-03  -0.73021236E-03   0.19384717E+01  -0.27733465E+01
  3799  -0.64573684E+01   0.51026367E-03  -0.73003032E-03   0.19384917E+01  -0.27733852E+01
  3800  -0.64576395E+01   0.51013463E-03  -0.72984838E-03   0.19385116E+01  -0.27734238E+01
  3801  -0.64579105E+01   0.51000564E-03  -0.72966652E-03   0.19385314E+01  -0.27734624E+01
  3802  -0.64581815E+01   0.50987671E-03  -0.72948476E-03   0.19385513E+01  -0.27735011E+01
  3803  -0.64584525E+01   0.50974784E-03  -0.72930309E-03   0.19385710E+01  -0.27735397E+01
  3804  -0.64587234E+01   0.50961901E-03  -0.72912151E-03   0.19385907E+01  -0.27735782E+01
  3805  -0.64589943E+01   0.50949025E-03  -0.72894003E-03   0.19386104E+01  -0.27736168E+01
  3806  -0.64592651E+01   0.50936153E-03  -0.72875864E-03   0.19386300E+01  -0.27736554E+01
  3807  -0.64595359E+01   0.50923287E-03  -0.72857733E-03   0.19386495E+01  -0.27736939E+01
  3808  -0.64598067E+01   0.50910427E-03  -0.72839613E-03   0.19386691E+01  -0.27737325E+01
  3809  -0.64600774E+01   0.50897572E-03  -0.72821501E-03   0.19386885E+01  -0.27737710E+01
  3810  -0.64603481E+01   0.50884723E-03  -0.72803398E-03   0.19387079E+01  -0.27738095E+01
  3811  -0.64606187E+01   0.50871879E-03  -0.72785305E-03   0.19387273E+01  -0.27738480E+01
  3812  -0.64608894E+01   0.50859040E-03  -0.72767221E-03   0.19387466E+01  -0.27738865E+01
  3813  -0.64611599E+01   0.50846207E-03  -0.72749146E-03   0.19387659E+01  -0.27739249E+01
  3814  -0.64614305E+01   0.50833380E-03  -0.72731080E-03   0.19387851E+01  -0.27739634E+01
  3815  -0.64617010E+01   0.50820558E-03  -0.72713023E-03   0.19388043E+01  -0.27740018E+01
  3816  -0.64619714E+01   0.50807741E-03  -0.72694975E-03   0.19388234E+01  -0.27740402E+01
  3817  -0.64622418E+01   0.50794930E-03  -0.72676937E-03   0.19388425E+01  -0.27740787E+01
  3818  -0.64625122E+01   0.50782124E-03  -0.72658908E-03   0.19388615E+01  -0.27741171E+01
  3819  -0.64627826E+01   0.50769323E-03  -0.72640887E-03   0.19388804E+01  -0.27741555E+01
  3820  -0.64630529E+01   0.50756528E-03  -0.72622876E-03   0.19388994E+01  -0.27741939E+01
  3821  -0.64633231E+01   0.50743739E-03  -0.72604874E-03   0.19389183E+01  -0.27742322E+01
  3822  -0.64635934E+01   0.50730955E-03  -0.72586881E-03   0.19389371E+01  -0.27742706E+01
  3823  -0.64638636E+01   0.50718176E-03  -0.72568897E-03   0.19389559E+01  -0.27743089E+01
  3824  -0.64641337E+01   0.50705403E-03  -0.72550923E-03   0.19389746E+01  -0.27743473E+01
  3825  -0.64644039E+01   0.50692635E-03  -0.72532957E-03   0.19389933E+01  -0.27743856E+01
  3826  -0.64646739E+01   0.50679873E-03  -0.72515001E-03   0.19390119E+01  -0.27744239E+01
  3827  -0.64649440E+01   0.50667116E-03  -0.72497053E-03   0.19390305E+01  -0.27744622E+01
  3828  -0.64652140E+01   0.50654364E-03  -0.72479115E-03   0.19390491E+01  -0.27745005E+01
  3829  -0.64654840E+01   0.50641618E-03  -0.72461185E-03   0.19390676E+01  -0.27745388E+01
  3830  -0.64657539E+01   0.50628877E-03  -0.72443265E-03   0.19390860E+01  -0.27745770E+01
  3831  -0.64660238E+01   0.50616142E-03  -0.72425354E-03   0.19391044E+01  -0.27746153E+01
  3832  -0.64662936E+01   0.50603412E-03  -0.72407451E-03   0.19391227E+01  -0.27746535E+01
  3833  -0.64665635E+01   0.50590687E-03  -0.72389558E-03   0.19391410E+01  -0.27746918E+01
  3834  -0.64668332E+01   0.50577968E-03  -0.72371674E-03   0.19391593E+01  -0.27747300E+01
  3835  -0.64671030E+01   0.50565254E-03  -0.72353799E-03   0.19391775E+01  -0.27747682E+01
  3836  -0.64673727E+01   0.50552545E-03  -0.72335933E-03   0.19391956E+01  -0.27748064E+01
  3837  -0.64676424E+01   0.50539842E-03  -0.72318076E-03   0.19392137E+01  -0.27748446E+01
  3838  -0.64679120E+01   0.50527144E-03  -0.72300228E-03   0.19392318E+01  -0.27748828E+01
  3839  -0.64681816E+01   0.50514452E-03  -0.72282389E-03   0.19392498E+01  -0.27749209E+01
  3840  -0.64684512E+01   0.50501765E-03  -0.72264559E-03   0.19392678E+01  -0.27749591E+01
  3841  -0.64687207E+01   0.50489084E-03  -0.72246737E-03   0.19392857E+01  -0.27749972E+01
  3842  -0.64689902E+01   0.50476407E-03  -0.72228925E-03   0.19393036E+01  -0.27750353E+01
  3843  -0.64692596E+01   0.50463736E-03  -0.72211122E-03   0.19393214E+01  -0.27750734E+01
  3844  -0.64695291E+01   0.50451071E-03  -0.72193328E-03   0.19393392E+01  -0.27751115E+01
  3845  -0.64697984E+01   0.50438411E-03  -0.72175543E-03   0.19393569E+01  -0.27751496E+01
  3846  -0.64700678E+01   0.50425756E-03  -0.72157766E-03   0.19393746E+01  -0.27751877E+01
  3847  -0.64703371E+01   0.50413106E-03  -0.72139999E-03   0.19393922E+01  -0.27752258E+01
  3848  -0.64706064E+01   0.50400462E-03  -0.72122241E-03   0.19394098E+01  -0.27752638E+01
  3849  -0.64708756E+01   0.50387823E-03  -0.72104491E-03   0.19394273E+01  -0.27753019E+01
  3850  -0.64711448E+01   0.50375190E-03  -0.72086751E-03   0.19394448E+01  -0.27753399E+01
  3851  -0.64714140E+01   0.50362562E-03  -0.72069019E-03   0.19394623E+01  -0.27753779E+01
  3852  -0.64716831E+01   0.50349939E-03  -0.72051296E-03   0.19394797E+01  -0.27754159E+01
  3853  -0.64719522E+01   0.50337322E-03  -0.72033583E-03   0.19394970E+01  -0.27754540E+01
  3854  -0.64722212E+01   0.50324710E-03  -0.72015878E-03   0.19395143E+01  -0.27754919E+01
  3855  -0.64724902E+01   0.50312103E-03  -0.71998182E-03   0.19395316E+01  -0.27755299E+01
  3856  -0.64727592E+01   0.50299501E-03  -0.71980495E-03   0.19395488E+01  -0.27755679E+01
  3857  -0.64730282E+01   0.50286905E-03  -0.71962817E-03   0.19395659E+01  -0.27756059E+01
  3858  -0.64732971E+01   0.50274314E-03  -0.71945147E-03   0.19395830E+01  -0.27756438E+01
  3859  -0.64735660E+01   0.50261729E-03  -0.71927487E-03   0.19396001E+01  -0.27756817E+01
  3860  -0.64738348E+01   0.50249148E-03  -0.71909835E-03   0.19396171E+01  -0.27757196E+01
  3861  -0.64741036E+01   0.50236574E-03  -0.71892193E-03   0.19396341E+01  -0.27757576E+01
  3862  -0.64743724E+01   0.50224004E-03  -0.71874559E-03   0.19396510E+01  -0.27757955E+01
  3863  -0.64746411E+01   0.50211440E-03  -0.71856934E-03   0.19396679E+01  -0.27758334E+01
  3864  -0.64749098E+01   0.50198881E-03  -0.71839318E-03   0.19396848E+01  -0.27758712E+01
  3865  -0.64751785E+01   0.50186327E-03  -0.71821710E-03   0.19397015E+01  -0.27759091E+01
  3866  -0.64754471E+01   0.50173778E-03  -0.71804112E-03   0.19397183E+01  -0.27759470E+01
  3867  -0.64757157E+01   0.50161235E-03  -0.71786522E-03   0.19397350E+01  -0.27759848E+01
  3868  -0.64759842E+01   0.50148697E-03  -0.71768942E-03   0.19397516E+01  -0.27760227E+01
  3869  -0.64762527E+01   0.50136165E-03  -0.71751370E-03   0.19397682E+01  -0.27760605E+01
  3870  -0.64765212E+01   0.50123637E-03  -0.71733806E-03   0.19397848E+01  -0.27760983E+01
  3871  -0.64767897E+01   0.50111115E-03  -0.71716252E-03   0.19398013E+01  -0.27761361E+01
  3872  -0.64770581E+01   0.50098599E-03  -0.71698706E-03   0.19398178E+01  -0.27761739E+01
  3873  -0.64773265E+01   0.50086087E-03  -0.71681170E-03   0.19398341E+01  -0.27762117E+01
  3874  -0.64775948E+01   0.50073581E-03  -0.71663642E-03   0.19398505E+01  -0.27762495E+01
  3875  -0.64778631E+01   0.50061080E-03  -0.71646122E-03   0.19398669E+01  -0.27762872E+01
  3876  -0.64781314E+01   0.50048584E-03  -0.71628612E-03   0.19398831E+01  -0.27763250E+01
  3877  -0.64783996E+01   0.50036094E-03  -0.71611110E-03   0.19398994E+01  -0.27763627E+01
  3878  -0.64786678E+01   0.50023609E-03  -0.71593617E-03   0.19399156E+01  -0.27764005E+01
  3879  -0.64789360E+01   0.50011129E-03  -0.71576133E-03   0.19399317E+01  -0.27764382E+01
  3880  -0.64792042E+01   0.49998654E-03  -0.71558658E-03   0.19399478E+01  -0.27764759E+01
  3881  -0.64794723E+01   0.49986185E-03  -0.71541191E-03   0.19399638E+01  -0.27765136E+01
  3882  -0.64797403E+01   0.49973720E-03  -0.71523733E-03   0.19399798E+01  -0.27765513E+01
  3883  -0.64800084E+01   0.49961261E-03  -0.71506284E-03   0.19399958E+01  -0.27765890E+01
  3884  -0.64802763E+01   0.49948808E-03  -0.71488844E-03   0.19400117E+01  -0.27766267E+01
  3885  -0.64805443E+01   0.49936359E-03  -0.71471412E-03   0.19400275E+01  -0.27766644E+01
  3886  -0.64808122E+01   0.49923916E-03  -0.71453989E-03   0.19400434E+01  -0.27767020E+01
  3887  -0.64810801E+01   0.49911478E-03  -0.71436575E-03   0.19400591E+01  -0.27767397E+01
  3888  -0.64813480E+01   0.49899045E-03  -0.71419169E-03   0.19400749E+01  -0.27767773E+01
  3889  -0.64816158E+01   0.49886617E-03  -0.71401772E-03   0.19400905E+01  -0.27768149E+01
  3890  -0.64818836E+01   0.49874195E-03  -0.71384384E-03   0.19401062E+01  -0.27768525E+01
  3891  -0.64821514E+01   0.49861778E-03  -0.71367005E-03   0.19401218E+01  -0.27768902E+01
  3892  -0.64824191E+01   0.49849366E-03  -0.71349634E-03   0.19401373E+01  -0.27769278E+01
  3893  -0.64826868E+01   0.49836959E-03  -0.71332272E-03   0.19401528E+01  -0.27769653E+01
  3894  -0.64829544E+01   0.49824558E-03  -0.71314918E-03   0.19401683E+01  -0.27770029E+01
  3895  -0.64832221E+01   0.49812161E-03  -0.71297573E-03   0.19401837E+01  -0.27770405E+01
  3896  -0.64834896E+01   0.49799770E-03  -0.71280237E-03   0.19401990E+01  -0.27770780E+01
  3897  -0.64837572E+01   0.49787384E-03  -0.71262910E-03   0.19402144E+01  -0.27771156E+01
  3898  -0.64840247E+01   0.49775004E-03  -0.71245591E-03   0.19402297E+01  -0.27771531E+01
  3899  -0.64842922E+01   0.49762628E-03  -0.71228280E-03   0.19402449E+01  -0.27771906E+01
  3900  -0.64845597E+01   0.49750258E-03  -0.71210979E-03   0.19402601E+01  -0.27772282E+01
  3901  -0.64848271E+01   0.49737892E-03  -0.71193686E-03   0.19402752E+01  -0.27772657E+01
  3902  -0.64850945E+01   0.49725532E-03  -0.71176401E-03   0.19402903E+01  -0.27773032E+01
  3903  -0.64853618E+01   0.49713178E-03  -0.71159126E-03   0.19403053E+01  -0.27773407E+01
  3904  -0.64856291E+01   0.49700828E-03  -0.71141859E-03   0.19403203E+01  -0.27773782E+01
  3905  -0.64858964E+01   0.49688484E-03  -0.71124600E-03   0.19403353E+01  -0.27774156E+01
  3906  -0.64861637E+01   0.49676144E-03  -0.71107350E-03   0.19403502E+01  -0.27774531E+01
  3907  -0.64864309E+01   0.49663810E-03  -0.71090109E-03   0.19403651E+01  -0.27774906E+01
  3908  -0.64866981E+01   0.49651481E-03  -0.71072876E-03   0.19403799E+01  -0.27775280E+01
  3909  -0.64869652E+01   0.49639157E-03  -0.71055652E-03   0.19403946E+01  -0.27775654E+01
  3910  -0.64872323E+01   0.49626839E-03  -0.71038436E-03   0.19404094E+01  -0.27776028E+01
  3911  -0.64874994E+01   0.49614525E-03  -0.71021229E-03   0.19404241E+01  -0.27776403E+01
  3912  -0.64877665E+01   0.49602217E-03  -0.71004031E-03   0.19404387E+01  -0.27776777E+01
  3913  -0.64880335E+01   0.49589914E-03  -0.70986841E-03   0.19404533E+01  -0.27777151E+01
  3914  -0.64883005E+01   0.49577616E-03  -0.70969660E-03   0.19404679E+01  -0.27777525E+01
  3915  -0.64885674E+01   0.49565323E-03  -0.70952487E-03   0.19404824E+01  -0.27777899E+01
  3916  -0.64888343E+01   0.49553035E-03  -0.70935323E-03   0.19404969E+01  -0.27778272E+01
  3917  -0.64891012E+01   0.49540753E-03  -0.70918167E-03   0.19405113E+01  -0.27778646E+01
  3918  -0.64893681E+01   0.49528475E-03  -0.70901020E-03   0.19405257E+01  -0.27779020E+01
  3919  -0.64896349E+01   0.49516203E-03  -0.70883881E-03   0.19405400E+01  -0.27779393E+01
  3920  -0.64899017E+01   0.49503936E-03  -0.70866751E-03   0.19405543E+01  -0.27779766E+01
  3921  -0.64901685E+01   0.49491674E-03  -0.70849629E-03   0.19405685E+01  -0.27780140E+01
  3922  -0.64904352E+01   0.49479417E-03  -0.70832516E-03   0.19405827E+01  -0.27780513E+01
  3923  -0.64907019E+01   0.49467165E-03  -0.70815412E-03   0.19405969E+01  -0.27780886E+01
  3924  -0.64909685E+01   0.49454918E-03  -0.70798315E-03   0.19406110E+01  -0.27781259E+01
  3925  -0.64912352E+01   0.49442676E-03  -0.70781228E-03   0.19406250E+01  -0.27781632E+01
  3926  -0.64915017E+01   0.49430440E-03  -0.70764149E-03   0.19406391E+01  -0.27782005E+01
  3927  -0.64917683E+01   0.49418209E-03  -0.70747078E-03   0.19406531E+01  -0.27782378E+01
  3928  -0.64920348E+01   0.49405982E-03  -0.70730016E-03   0.19406670E+01  -0.27782750E+01
  3929  -0.64923013E+01   0.49393761E-03  -0.70712962E-03   0.19406809E+01  -0.27783123E+01
  3930  -0.64925678E+01   0.49381545E-03  -0.70695917E-03   0.19406947E+01  -0.27783495E+01
  3931  -0.64928342E+01   0.49369334E-03  -0.70678880E-03   0.19407085E+01  -0.27783868E+01
  3932  -0.64931006E+01   0.49357128E-03  -0.70661852E-03   0.19407223E+01  -0.27784240E+01
  3933  -0.64933670E+01   0.49344928E-03  -0.70644832E-03   0.19407360E+01  -0.27784612E+01
  3934  -0.64936333E+01   0.49332732E-03  -0.70627820E-03   0.19407497E+01  -0.27784984E+01
  3935  -0.64938996E+01   0.49320541E-03  -0.70610817E-03   0.19407633E+01  -0.27785356E+01
  3936  -0.64941659E+01   0.49308356E-03  -0.70593823E-03   0.19407769E+01  -0.27785729E+01
  3937  -0.64944321E+01   0.49296175E-03  -0.70576836E-03   0.19407904E+01  -0.27786100E+01
  3938  -0.64946984E+01   0.49284000E-03  -0.70559859E-03   0.19408039E+01  -0.27786472E+01
  3939  -0.64949645E+01   0.49271830E-03  -0.70542889E-03   0.19408174E+01  -0.27786844E+01
  3940  -0.64952307E+01   0.49259665E-03  -0.70525928E-03   0.19408308E+01  -0.27787216E+01
  3941  -0.64954968E+01   0.49247504E-03  -0.70508976E-03   0.19408441E+01  -0.27787587E+01
  3942  -0.64957629E+01   0.49235349E-03  -0.70492032E-03   0.19408575E+01  -0.27787959E+01
  3943  -0.64960289E+01   0.49223199E-03  -0.70475096E-03   0.19408707E+01  -0.27788330E+01
  3944  -0.64962949E+01   0.49211054E-03  -0.70458168E-03   0.19408840E+01  -0.27788701E+01
  3945  -0.64965609E+01   0.49198915E-03  -0.70441249E-03   0.19408972E+01  -0.27789073E+01
  3946  -0.64968269E+01   0.49186780E-03  -0.70424339E-03   0.19409103E+01  -0.27789444E+01
  3947  -0.64970928E+01   0.49174650E-03  -0.70407436E-03   0.19409234E+01  -0.27789815E+01
  3948  -0.64973587E+01   0.49162525E-03  -0.70390543E-03   0.19409365E+01  -0.27790186E+01
  3949  -0.64976245E+01   0.49150406E-03  -0.70373657E-03   0.19409495E+01  -0.27790557E+01
  3950  -0.64978904E+01   0.49138291E-03  -0.70356780E-03   0.19409625E+01  -0.27790928E+01
  3951  -0.64981562E+01   0.49126181E-03  -0.70339911E-03   0.19409754E+01  -0.27791299E+01
  3952  -0.64984219E+01   0.49114077E-03  -0.70323050E-03   0.19409883E+01  -0.27791669E+01
  3953  -0.64986877E+01   0.49101977E-03  -0.70306198E-03   0.19410012E+01  -0.27792040E+01
  3954  -0.64989534E+01   0.49089883E-03  -0.70289354E-03   0.19410140E+01  -0.27792411E+01
  3955  -0.64992190E+01   0.49077793E-03  -0.70272519E-03   0.19410267E+01  -0.27792781E+01
  3956  -0.64994847E+01   0.49065709E-03  -0.70255691E-03   0.19410394E+01  -0.27793151E+01
  3957  -0.64997503E+01   0.49053630E-03  -0.70238873E-03   0.19410521E+01  -0.27793522E+01
  3958  -0.65000159E+01   0.49041555E-03  -0.70222062E-03   0.19410647E+01  -0.27793892E+01
  3959  -0.65002814E+01   0.49029486E-03  -0.70205260E-03   0.19410774E+01  -0.27794262E+01
  3960  -0.65005469E+01   0.49017421E-03  -0.70188466E-03   0.19410899E+01  -0.27794633E+01
  3961  -0.65008124E+01   0.49005362E-03  -0.70171680E-03   0.19411024E+01  -0.27795002E+01
  3962  -0.65010779E+01   0.48993308E-03  -0.70154902E-03   0.19411149E+01  -0.27795372E+01
