     n         h                l                k               nl               nk
   273  -0.38284612E+01   0.34126830E-02  -0.57445970E-02   0.93166246E+00  -0.15682750E+01
   274  -0.38334021E+01   0.34014285E-02  -0.57269993E-02   0.93199141E+00  -0.15691978E+01
   275  -0.38383422E+01   0.33902645E-02  -0.57095431E-02   0.93232274E+00  -0.15701244E+01
   276  -0.38432814E+01   0.33791900E-02  -0.56922267E-02   0.93265644E+00  -0.15710546E+01
   277  -0.38482197E+01   0.33682043E-02  -0.56750485E-02   0.93299259E+00  -0.15719884E+01
   278  -0.38531570E+01   0.33573063E-02  -0.56580070E-02   0.93333115E+00  -0.15729259E+01
   279  -0.38580934E+01   0.33464950E-02  -0.56411005E-02   0.93367211E+00  -0.15738670E+01
   280  -0.38630289E+01   0.33357697E-02  -0.56243276E-02   0.93401552E+00  -0.15748117E+01
   281  -0.38679634E+01   0.33251294E-02  -0.56076866E-02   0.93436136E+00  -0.15757599E+01
   282  -0.38728969E+01   0.33145733E-02  -0.55911762E-02   0.93470967E+00  -0.15767117E+01
   283  -0.38778294E+01   0.33041004E-02  -0.55747947E-02   0.93506041E+00  -0.15776669E+01
   284  -0.38827609E+01   0.32937099E-02  -0.55585409E-02   0.93541361E+00  -0.15786256E+01
   285  -0.38876914E+01   0.32834010E-02  -0.55424131E-02   0.93576929E+00  -0.15795877E+01
   286  -0.38926208E+01   0.32731728E-02  -0.55264100E-02   0.93612742E+00  -0.15805533E+01
   287  -0.38975492E+01   0.32630245E-02  -0.55105302E-02   0.93648803E+00  -0.15815222E+01
   288  -0.39024766E+01   0.32529554E-02  -0.54947723E-02   0.93685116E+00  -0.15824944E+01
   289  -0.39074028E+01   0.32429645E-02  -0.54791350E-02   0.93721674E+00  -0.15834700E+01
   290  -0.39123280E+01   0.32330511E-02  -0.54636169E-02   0.93758482E+00  -0.15844489E+01
   291  -0.39172520E+01   0.32232144E-02  -0.54482167E-02   0.93795539E+00  -0.15854311E+01
   292  -0.39221750E+01   0.32134536E-02  -0.54329331E-02   0.93832845E+00  -0.15864165E+01
   293  -0.39270968E+01   0.32037680E-02  -0.54177648E-02   0.93870402E+00  -0.15874051E+01
   294  -0.39320174E+01   0.31941569E-02  -0.54027105E-02   0.93908213E+00  -0.15883969E+01
   295  -0.39369369E+01   0.31846194E-02  -0.53877690E-02   0.93946272E+00  -0.15893919E+01
   296  -0.39418552E+01   0.31751548E-02  -0.53729391E-02   0.93984582E+00  -0.15903900E+01
   297  -0.39467723E+01   0.31657624E-02  -0.53582195E-02   0.94023143E+00  -0.15913912E+01
   298  -0.39516882E+01   0.31564415E-02  -0.53436090E-02   0.94061957E+00  -0.15923955E+01
   299  -0.39566029E+01   0.31471914E-02  -0.53291065E-02   0.94101023E+00  -0.15934028E+01
   300  -0.39615164E+01   0.31380114E-02  -0.53147108E-02   0.94140342E+00  -0.15944132E+01
   301  -0.39664286E+01   0.31289007E-02  -0.53004207E-02   0.94179911E+00  -0.15954266E+01
   302  -0.39713396E+01   0.31198587E-02  -0.52862351E-02   0.94219733E+00  -0.15964430E+01
   303  -0.39762493E+01   0.31108848E-02  -0.52721528E-02   0.94259809E+00  -0.15974623E+01
   304  -0.39811576E+01   0.31019781E-02  -0.52581729E-02   0.94300134E+00  -0.15984846E+01
   305  -0.39860647E+01   0.30931382E-02  -0.52442941E-02   0.94340715E+00  -0.15995097E+01
   306  -0.39909705E+01   0.30843643E-02  -0.52305154E-02   0.94381548E+00  -0.16005377E+01
   307  -0.39958750E+01   0.30756558E-02  -0.52168358E-02   0.94422633E+00  -0.16015686E+01
   308  -0.40007781E+01   0.30670121E-02  -0.52032541E-02   0.94463973E+00  -0.16026023E+01
   309  -0.40056798E+01   0.30584325E-02  -0.51897694E-02   0.94505564E+00  -0.16036387E+01
   310  -0.40105802E+01   0.30499163E-02  -0.51763807E-02   0.94547405E+00  -0.16046780E+01
   311  -0.40154792E+01   0.30414631E-02  -0.51630868E-02   0.94589502E+00  -0.16057200E+01
   312  -0.40203768E+01   0.30330721E-02  -0.51498869E-02   0.94631850E+00  -0.16067647E+01
   313  -0.40252730E+01   0.30247428E-02  -0.51367800E-02   0.94674450E+00  -0.16078121E+01
   314  -0.40301677E+01   0.30164746E-02  -0.51237650E-02   0.94717302E+00  -0.16088622E+01
   315  -0.40350611E+01   0.30082669E-02  -0.51108411E-02   0.94760407E+00  -0.16099149E+01
   316  -0.40399529E+01   0.30001191E-02  -0.50980072E-02   0.94803764E+00  -0.16109703E+01
   317  -0.40448434E+01   0.29920306E-02  -0.50852625E-02   0.94847370E+00  -0.16120282E+01
   318  -0.40497323E+01   0.29840009E-02  -0.50726061E-02   0.94891229E+00  -0.16130887E+01
   319  -0.40546197E+01   0.29760294E-02  -0.50600369E-02   0.94935338E+00  -0.16141518E+01
   320  -0.40595057E+01   0.29681156E-02  -0.50475542E-02   0.94979699E+00  -0.16152173E+01
   321  -0.40643901E+01   0.29602588E-02  -0.50351571E-02   0.95024307E+00  -0.16162854E+01
   322  -0.40692730E+01   0.29524587E-02  -0.50228446E-02   0.95069170E+00  -0.16173560E+01
   323  -0.40741543E+01   0.29447146E-02  -0.50106159E-02   0.95114282E+00  -0.16184289E+01
   324  -0.40790341E+01   0.29370259E-02  -0.49984702E-02   0.95159639E+00  -0.16195043E+01
   325  -0.40839123E+01   0.29293923E-02  -0.49864065E-02   0.95205250E+00  -0.16205821E+01
   326  -0.40887890E+01   0.29218131E-02  -0.49744242E-02   0.95251107E+00  -0.16216623E+01
   327  -0.40936640E+01   0.29142878E-02  -0.49625224E-02   0.95297211E+00  -0.16227448E+01
   328  -0.40985375E+01   0.29068160E-02  -0.49507002E-02   0.95343565E+00  -0.16238297E+01
   329  -0.41034093E+01   0.28993972E-02  -0.49389569E-02   0.95390168E+00  -0.16249168E+01
   330  -0.41082795E+01   0.28920308E-02  -0.49272916E-02   0.95437016E+00  -0.16260062E+01
   331  -0.41131480E+01   0.28847163E-02  -0.49157036E-02   0.95484110E+00  -0.16270979E+01
   332  -0.41180149E+01   0.28774533E-02  -0.49041922E-02   0.95531450E+00  -0.16281918E+01
   333  -0.41228801E+01   0.28702413E-02  -0.48927565E-02   0.95579035E+00  -0.16292879E+01
   334  -0.41277436E+01   0.28630798E-02  -0.48813959E-02   0.95626865E+00  -0.16303862E+01
   335  -0.41326054E+01   0.28559684E-02  -0.48701095E-02   0.95674941E+00  -0.16314867E+01
   336  -0.41374655E+01   0.28489066E-02  -0.48588966E-02   0.95723262E+00  -0.16325893E+01
   337  -0.41423239E+01   0.28418939E-02  -0.48477566E-02   0.95771824E+00  -0.16336940E+01
   338  -0.41471805E+01   0.28349298E-02  -0.48366886E-02   0.95820627E+00  -0.16348007E+01
   339  -0.41520354E+01   0.28280140E-02  -0.48256921E-02   0.95869675E+00  -0.16359096E+01
   340  -0.41568886E+01   0.28211460E-02  -0.48147663E-02   0.95918964E+00  -0.16370205E+01
   341  -0.41617399E+01   0.28143253E-02  -0.48039104E-02   0.95968493E+00  -0.16381334E+01
   342  -0.41665895E+01   0.28075515E-02  -0.47931239E-02   0.96018261E+00  -0.16392484E+01
   343  -0.41714373E+01   0.28008242E-02  -0.47824061E-02   0.96068270E+00  -0.16403653E+01
   344  -0.41762833E+01   0.27941430E-02  -0.47717562E-02   0.96118519E+00  -0.16414841E+01
   345  -0.41811274E+01   0.27875074E-02  -0.47611737E-02   0.96169005E+00  -0.16426049E+01
   346  -0.41859698E+01   0.27809170E-02  -0.47506579E-02   0.96219728E+00  -0.16437276E+01
   347  -0.41908102E+01   0.27743715E-02  -0.47402081E-02   0.96270691E+00  -0.16448522E+01
   348  -0.41956489E+01   0.27678703E-02  -0.47298237E-02   0.96321886E+00  -0.16459786E+01
   349  -0.42004856E+01   0.27614131E-02  -0.47195041E-02   0.96373317E+00  -0.16471069E+01
   350  -0.42053205E+01   0.27549995E-02  -0.47092487E-02   0.96424983E+00  -0.16482370E+01
   351  -0.42101534E+01   0.27486292E-02  -0.46990569E-02   0.96476885E+00  -0.16493690E+01
   352  -0.42149845E+01   0.27423016E-02  -0.46889280E-02   0.96529016E+00  -0.16505027E+01
   353  -0.42198137E+01   0.27360165E-02  -0.46788615E-02   0.96581382E+00  -0.16516381E+01
   354  -0.42246409E+01   0.27297734E-02  -0.46688567E-02   0.96633978E+00  -0.16527753E+01
   355  -0.42294662E+01   0.27235720E-02  -0.46589132E-02   0.96686806E+00  -0.16539142E+01
   356  -0.42342895E+01   0.27174119E-02  -0.46490302E-02   0.96739864E+00  -0.16550548E+01
   357  -0.42391109E+01   0.27112928E-02  -0.46392073E-02   0.96793153E+00  -0.16561970E+01
   358  -0.42439303E+01   0.27052141E-02  -0.46294439E-02   0.96846665E+00  -0.16573409E+01
   359  -0.42487477E+01   0.26991757E-02  -0.46197394E-02   0.96900408E+00  -0.16584864E+01
   360  -0.42535631E+01   0.26931771E-02  -0.46100933E-02   0.96954376E+00  -0.16596336E+01
   361  -0.42583765E+01   0.26872180E-02  -0.46005051E-02   0.97008570E+00  -0.16607823E+01
   362  -0.42631878E+01   0.26812981E-02  -0.45909741E-02   0.97062991E+00  -0.16619326E+01
   363  -0.42679972E+01   0.26754169E-02  -0.45814999E-02   0.97117633E+00  -0.16630845E+01
   364  -0.42728045E+01   0.26695741E-02  -0.45720820E-02   0.97172497E+00  -0.16642378E+01
   365  -0.42776097E+01   0.26637695E-02  -0.45627197E-02   0.97227587E+00  -0.16653927E+01
   366  -0.42824129E+01   0.26580026E-02  -0.45534127E-02   0.97282895E+00  -0.16665490E+01
   367  -0.42872140E+01   0.26522731E-02  -0.45441604E-02   0.97338423E+00  -0.16677069E+01
   368  -0.42920131E+01   0.26465808E-02  -0.45349623E-02   0.97394173E+00  -0.16688661E+01
   369  -0.42968100E+01   0.26409252E-02  -0.45258180E-02   0.97450140E+00  -0.16700268E+01
   370  -0.43016048E+01   0.26353060E-02  -0.45167268E-02   0.97506322E+00  -0.16711889E+01
   371  -0.43063975E+01   0.26297230E-02  -0.45076884E-02   0.97562723E+00  -0.16723524E+01
   372  -0.43111880E+01   0.26241758E-02  -0.44987023E-02   0.97619340E+00  -0.16735173E+01
   373  -0.43159765E+01   0.26186641E-02  -0.44897679E-02   0.97676171E+00  -0.16746834E+01
   374  -0.43207627E+01   0.26131875E-02  -0.44808849E-02   0.97733212E+00  -0.16758510E+01
   375  -0.43255468E+01   0.26077459E-02  -0.44720527E-02   0.97790471E+00  -0.16770198E+01
   376  -0.43303288E+01   0.26023388E-02  -0.44632709E-02   0.97847939E+00  -0.16781899E+01
   377  -0.43351085E+01   0.25969659E-02  -0.44545391E-02   0.97905614E+00  -0.16793612E+01
   378  -0.43398861E+01   0.25916271E-02  -0.44458567E-02   0.97963504E+00  -0.16805338E+01
   379  -0.43446614E+01   0.25863219E-02  -0.44372235E-02   0.98021600E+00  -0.16817077E+01
   380  -0.43494346E+01   0.25810501E-02  -0.44286388E-02   0.98079904E+00  -0.16828827E+01
   381  -0.43542055E+01   0.25758114E-02  -0.44201024E-02   0.98138414E+00  -0.16840590E+01
   382  -0.43589742E+01   0.25706055E-02  -0.44116137E-02   0.98197130E+00  -0.16852364E+01
   383  -0.43637406E+01   0.25654321E-02  -0.44031724E-02   0.98256049E+00  -0.16864150E+01
   384  -0.43685048E+01   0.25602910E-02  -0.43947779E-02   0.98315174E+00  -0.16875947E+01
   385  -0.43732667E+01   0.25551818E-02  -0.43864300E-02   0.98374499E+00  -0.16887756E+01
   386  -0.43780263E+01   0.25501043E-02  -0.43781282E-02   0.98434026E+00  -0.16899575E+01
   387  -0.43827837E+01   0.25450582E-02  -0.43698721E-02   0.98493752E+00  -0.16911405E+01
   388  -0.43875388E+01   0.25400433E-02  -0.43616612E-02   0.98553680E+00  -0.16923245E+01
   389  -0.43922915E+01   0.25350592E-02  -0.43534953E-02   0.98613803E+00  -0.16935097E+01
   390  -0.43970420E+01   0.25301057E-02  -0.43453739E-02   0.98674122E+00  -0.16946958E+01
   391  -0.44017901E+01   0.25251826E-02  -0.43372966E-02   0.98734640E+00  -0.16958830E+01
   392  -0.44065359E+01   0.25202896E-02  -0.43292630E-02   0.98795352E+00  -0.16970711E+01
   393  -0.44112793E+01   0.25154264E-02  -0.43212728E-02   0.98856258E+00  -0.16982602E+01
   394  -0.44160204E+01   0.25105927E-02  -0.43133256E-02   0.98917352E+00  -0.16994503E+01
   395  -0.44207591E+01   0.25057884E-02  -0.43054210E-02   0.98978642E+00  -0.17006413E+01
   396  -0.44254955E+01   0.25010132E-02  -0.42975587E-02   0.99040123E+00  -0.17018332E+01
   397  -0.44302295E+01   0.24962667E-02  -0.42897382E-02   0.99101788E+00  -0.17030261E+01
   398  -0.44349611E+01   0.24915489E-02  -0.42819592E-02   0.99163646E+00  -0.17042198E+01
   399  -0.44396902E+01   0.24868594E-02  -0.42742214E-02   0.99225690E+00  -0.17054143E+01
   400  -0.44444170E+01   0.24821979E-02  -0.42665245E-02   0.99287916E+00  -0.17066098E+01
   401  -0.44491414E+01   0.24775643E-02  -0.42588680E-02   0.99350328E+00  -0.17078061E+01
   402  -0.44538633E+01   0.24729584E-02  -0.42512516E-02   0.99412928E+00  -0.17090031E+01
   403  -0.44585828E+01   0.24683798E-02  -0.42436750E-02   0.99475706E+00  -0.17102010E+01
   404  -0.44632999E+01   0.24638284E-02  -0.42361379E-02   0.99538667E+00  -0.17113997E+01
   405  -0.44680145E+01   0.24593039E-02  -0.42286399E-02   0.99601808E+00  -0.17125992E+01
   406  -0.44727266E+01   0.24548061E-02  -0.42211806E-02   0.99665128E+00  -0.17137993E+01
   407  -0.44774363E+01   0.24503348E-02  -0.42137599E-02   0.99728626E+00  -0.17150003E+01
   408  -0.44821435E+01   0.24458897E-02  -0.42063772E-02   0.99792300E+00  -0.17162019E+01
   409  -0.44868482E+01   0.24414706E-02  -0.41990324E-02   0.99856148E+00  -0.17174043E+01
   410  -0.44915504E+01   0.24370774E-02  -0.41917251E-02   0.99920173E+00  -0.17186073E+01
   411  -0.44962501E+01   0.24327097E-02  -0.41844550E-02   0.99984369E+00  -0.17198110E+01
   412  -0.45009473E+01   0.24283674E-02  -0.41772217E-02   0.10004874E+01  -0.17210153E+01
   413  -0.45056420E+01   0.24240503E-02  -0.41700251E-02   0.10011328E+01  -0.17222204E+01
   414  -0.45103341E+01   0.24197581E-02  -0.41628647E-02   0.10017799E+01  -0.17234260E+01
   415  -0.45150237E+01   0.24154907E-02  -0.41557403E-02   0.10024286E+01  -0.17246322E+01
   416  -0.45197108E+01   0.24112478E-02  -0.41486515E-02   0.10030791E+01  -0.17258390E+01
   417  -0.45243953E+01   0.24070292E-02  -0.41415981E-02   0.10037312E+01  -0.17270464E+01
   418  -0.45290772E+01   0.24028348E-02  -0.41345798E-02   0.10043849E+01  -0.17282544E+01
   419  -0.45337566E+01   0.23986643E-02  -0.41275964E-02   0.10050403E+01  -0.17294629E+01
   420  -0.45384333E+01   0.23945175E-02  -0.41206474E-02   0.10056973E+01  -0.17306719E+01
   421  -0.45431075E+01   0.23903943E-02  -0.41137327E-02   0.10063560E+01  -0.17318815E+01
   422  -0.45477791E+01   0.23862944E-02  -0.41068519E-02   0.10070162E+01  -0.17330915E+01
   423  -0.45524481E+01   0.23822176E-02  -0.41000048E-02   0.10076780E+01  -0.17343020E+01
   424  -0.45571145E+01   0.23781638E-02  -0.40931911E-02   0.10083415E+01  -0.17355130E+01
   425  -0.45617783E+01   0.23741328E-02  -0.40864106E-02   0.10090064E+01  -0.17367245E+01
   426  -0.45664395E+01   0.23701243E-02  -0.40796629E-02   0.10096730E+01  -0.17379364E+01
   427  -0.45710980E+01   0.23661382E-02  -0.40729478E-02   0.10103410E+01  -0.17391487E+01
   428  -0.45757539E+01   0.23621744E-02  -0.40662651E-02   0.10110106E+01  -0.17403615E+01
   429  -0.45804071E+01   0.23582325E-02  -0.40596144E-02   0.10116817E+01  -0.17415746E+01
   430  -0.45850577E+01   0.23543125E-02  -0.40529956E-02   0.10123544E+01  -0.17427881E+01
   431  -0.45897056E+01   0.23504141E-02  -0.40464084E-02   0.10130285E+01  -0.17440020E+01
   432  -0.45943508E+01   0.23465372E-02  -0.40398524E-02   0.10137041E+01  -0.17452162E+01
   433  -0.45989934E+01   0.23426816E-02  -0.40333275E-02   0.10143811E+01  -0.17464308E+01
   434  -0.46036333E+01   0.23388472E-02  -0.40268335E-02   0.10150597E+01  -0.17476457E+01
   435  -0.46082704E+01   0.23350336E-02  -0.40203700E-02   0.10157396E+01  -0.17488609E+01
   436  -0.46129049E+01   0.23312409E-02  -0.40139369E-02   0.10164210E+01  -0.17500765E+01
   437  -0.46175367E+01   0.23274688E-02  -0.40075338E-02   0.10171039E+01  -0.17512923E+01
   438  -0.46221658E+01   0.23237171E-02  -0.40011607E-02   0.10177881E+01  -0.17525084E+01
   439  -0.46267921E+01   0.23199858E-02  -0.39948171E-02   0.10184738E+01  -0.17537247E+01
   440  -0.46314158E+01   0.23162745E-02  -0.39885029E-02   0.10191608E+01  -0.17549413E+01
   441  -0.46360367E+01   0.23125831E-02  -0.39822179E-02   0.10198491E+01  -0.17561581E+01
   442  -0.46406548E+01   0.23089116E-02  -0.39759618E-02   0.10205389E+01  -0.17573751E+01
   443  -0.46452702E+01   0.23052597E-02  -0.39697345E-02   0.10212300E+01  -0.17585924E+01
   444  -0.46498829E+01   0.23016272E-02  -0.39635356E-02   0.10219225E+01  -0.17598098E+01
   445  -0.46544928E+01   0.22980141E-02  -0.39573650E-02   0.10226163E+01  -0.17610274E+01
   446  -0.46590999E+01   0.22944201E-02  -0.39512224E-02   0.10233114E+01  -0.17622452E+01
   447  -0.46637043E+01   0.22908450E-02  -0.39451076E-02   0.10240077E+01  -0.17634631E+01
   448  -0.46683059E+01   0.22872889E-02  -0.39390205E-02   0.10247054E+01  -0.17646812E+01
   449  -0.46729047E+01   0.22837514E-02  -0.39329607E-02   0.10254044E+01  -0.17658994E+01
   450  -0.46775007E+01   0.22802325E-02  -0.39269282E-02   0.10261046E+01  -0.17671177E+01
   451  -0.46820939E+01   0.22767319E-02  -0.39209226E-02   0.10268061E+01  -0.17683361E+01
   452  -0.46866843E+01   0.22732496E-02  -0.39149438E-02   0.10275088E+01  -0.17695546E+01
   453  -0.46912719E+01   0.22697853E-02  -0.39089915E-02   0.10282127E+01  -0.17707731E+01
   454  -0.46958567E+01   0.22663391E-02  -0.39030657E-02   0.10289180E+01  -0.17719918E+01
   455  -0.47004386E+01   0.22629106E-02  -0.38971660E-02   0.10296243E+01  -0.17732105E+01
   456  -0.47050178E+01   0.22594997E-02  -0.38912922E-02   0.10303319E+01  -0.17744292E+01
   457  -0.47095941E+01   0.22561064E-02  -0.38854442E-02   0.10310406E+01  -0.17756480E+01
   458  -0.47141675E+01   0.22527305E-02  -0.38796218E-02   0.10317506E+01  -0.17768668E+01
   459  -0.47187381E+01   0.22493718E-02  -0.38738248E-02   0.10324617E+01  -0.17780856E+01
   460  -0.47233059E+01   0.22460302E-02  -0.38680530E-02   0.10331739E+01  -0.17793044E+01
   461  -0.47278708E+01   0.22427055E-02  -0.38623061E-02   0.10338872E+01  -0.17805231E+01
   462  -0.47324329E+01   0.22393977E-02  -0.38565841E-02   0.10346017E+01  -0.17817419E+01
   463  -0.47369921E+01   0.22361066E-02  -0.38508867E-02   0.10353174E+01  -0.17829605E+01
   464  -0.47415484E+01   0.22328320E-02  -0.38452138E-02   0.10360340E+01  -0.17841792E+01
   465  -0.47461018E+01   0.22295738E-02  -0.38395651E-02   0.10367518E+01  -0.17853978E+01
   466  -0.47506524E+01   0.22263320E-02  -0.38339405E-02   0.10374707E+01  -0.17866163E+01
   467  -0.47552000E+01   0.22231063E-02  -0.38283398E-02   0.10381906E+01  -0.17878347E+01
   468  -0.47597448E+01   0.22198966E-02  -0.38227628E-02   0.10389116E+01  -0.17890530E+01
   469  -0.47642867E+01   0.22167029E-02  -0.38172093E-02   0.10396337E+01  -0.17902712E+01
   470  -0.47688256E+01   0.22135249E-02  -0.38116793E-02   0.10403567E+01  -0.17914893E+01
   471  -0.47733617E+01   0.22103626E-02  -0.38061724E-02   0.10410808E+01  -0.17927072E+01
   472  -0.47778948E+01   0.22072158E-02  -0.38006886E-02   0.10418059E+01  -0.17939250E+01
   473  -0.47824250E+01   0.22040844E-02  -0.37952276E-02   0.10425319E+01  -0.17951427E+01
   474  -0.47869523E+01   0.22009683E-02  -0.37897894E-02   0.10432590E+01  -0.17963602E+01
   475  -0.47914767E+01   0.21978674E-02  -0.37843736E-02   0.10439870E+01  -0.17975775E+01
   476  -0.47959982E+01   0.21947815E-02  -0.37789802E-02   0.10447160E+01  -0.17987946E+01
   477  -0.48005167E+01   0.21917105E-02  -0.37736091E-02   0.10454459E+01  -0.18000115E+01
   478  -0.48050322E+01   0.21886543E-02  -0.37682599E-02   0.10461768E+01  -0.18012282E+01
   479  -0.48095448E+01   0.21856129E-02  -0.37629327E-02   0.10469086E+01  -0.18024448E+01
   480  -0.48140545E+01   0.21825860E-02  -0.37576272E-02   0.10476413E+01  -0.18036611E+01
   481  -0.48185612E+01   0.21795736E-02  -0.37523432E-02   0.10483749E+01  -0.18048771E+01
   482  -0.48230649E+01   0.21765755E-02  -0.37470807E-02   0.10491094E+01  -0.18060929E+01
   483  -0.48275657E+01   0.21735916E-02  -0.37418394E-02   0.10498447E+01  -0.18073084E+01
